"protein","feature","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"1384","sp|Q14166|TTL12_HUMAN","sp|Q14166|TTL12_HUMAN",-0.241,0.226185872807726,0.638,"conditionB-conditionA","HUMAN","0","0"
"1385","sp|P52701|MSH6_HUMAN","sp|P52701|MSH6_HUMAN",-0.202,0.226306145613002,0.638,"conditionB-conditionA","HUMAN","0","0"
"1386","sp|P10644|KAP0_HUMAN","sp|P10644|KAP0_HUMAN",0.477,0.226442810643846,0.637,"conditionB-conditionA","HUMAN","0","0"
"1387","sp|Q9C005|DPY30_HUMAN","sp|Q9C005|DPY30_HUMAN",-0.297,0.227301742801061,0.637,"conditionB-conditionA","HUMAN","0","0"
"1388","sp|P14678|RSMB_HUMAN;sp|P63162|RSMN_HUMAN","sp|P14678|RSMB_HUMAN;sp|P63162|RSMN_HUMAN",-0.126,0.227890290761417,0.639,"conditionB-conditionA","HUMAN","0","0"
"1389","sp|P41567|EIF1_HUMAN","sp|P41567|EIF1_HUMAN",-0.115,0.228225578402511,0.639,"conditionB-conditionA","HUMAN","0","0"
"1390","sp|O43719|HTSF1_HUMAN","sp|O43719|HTSF1_HUMAN",0.542,0.228409804320787,0.626,"conditionB-conditionA","HUMAN","0","0"
"1391","sp|Q9NVP2|ASF1B_HUMAN","sp|Q9NVP2|ASF1B_HUMAN",0.257,0.228891128544725,0.617,"conditionB-conditionA","HUMAN","0","0"
"1392","sp|P56270|MAZ_HUMAN","sp|P56270|MAZ_HUMAN",-0.236,0.229085233236277,0.623,"conditionB-conditionA","HUMAN","0","0"
"1393","sp|Q14974|IMB1_HUMAN","sp|Q14974|IMB1_HUMAN",-0.104,0.229290049701564,0.64,"conditionB-conditionA","HUMAN","0","0"
"1394","sp|Q8TCS8|PNPT1_HUMAN","sp|Q8TCS8|PNPT1_HUMAN",-0.253,0.22979391830745,0.64,"conditionB-conditionA","HUMAN","0","0"
"1395","sp|P68366|TBA4A_HUMAN","sp|P68366|TBA4A_HUMAN",-0.198,0.230121385093387,0.64,"conditionB-conditionA","HUMAN","0","0"
"1396","sp|P43487|RANG_HUMAN","sp|P43487|RANG_HUMAN",-0.113,0.230149192159105,0.64,"conditionB-conditionA","HUMAN","0","0"
"1397","sp|P57081|WDR4_HUMAN","sp|P57081|WDR4_HUMAN",-0.433,0.231069956481845,0.638,"conditionB-conditionA","HUMAN","0","0"
"1398","sp|Q7L2E3|DHX30_HUMAN","sp|Q7L2E3|DHX30_HUMAN",0.211,0.231076046347675,0.641,"conditionB-conditionA","HUMAN","0","0"
"1399","sp|Q9Y450|HBS1L_HUMAN","sp|Q9Y450|HBS1L_HUMAN",-0.282,0.232006776731241,0.641,"conditionB-conditionA","HUMAN","0","0"
"1400","sp|Q9BY44|EIF2A_HUMAN","sp|Q9BY44|EIF2A_HUMAN",-0.361,0.232098840850416,0.64,"conditionB-conditionA","HUMAN","0","0"
"1401","sp|O95810|CAVN2_HUMAN","sp|O95810|CAVN2_HUMAN",0.306,0.232358690433461,0.641,"conditionB-conditionA","HUMAN","0","0"
"1402","sp|P62942|FKB1A_HUMAN;sp|Q5VVH2|FKB1C_HUMAN","sp|P62942|FKB1A_HUMAN;sp|Q5VVH2|FKB1C_HUMAN",-0.307,0.233043893951439,0.642,"conditionB-conditionA","HUMAN","0","0"
"1403","sp|P38159|RBMX_HUMAN;sp|O75526|RMXL2_HUMAN;sp|Q8IZ40|RCOR2_HUMAN;sp|Q8N7X1|RMXL3_HUMAN","sp|P38159|RBMX_HUMAN;sp|O75526|RMXL2_HUMAN;sp|Q8IZ40|RCOR2_HUMAN;sp|Q8N7X1|RMXL3_HUMAN",-0.13,0.233148642800213,0.642,"conditionB-conditionA","HUMAN","0","0"
"1404","sp|Q5VT25|MRCKA_HUMAN","sp|Q5VT25|MRCKA_HUMAN",-0.52,0.233601309438902,0.638,"conditionB-conditionA","HUMAN","0","0"
"1405","sp|P62241|RS8_HUMAN","sp|P62241|RS8_HUMAN",-0.142,0.233815835636284,0.642,"conditionB-conditionA","HUMAN","0","0"
"1406","sp|P30046|DOPD_HUMAN;sp|A6NHG4|DDTL_HUMAN","sp|P30046|DOPD_HUMAN;sp|A6NHG4|DDTL_HUMAN",0.24,0.233996342464635,0.642,"conditionB-conditionA","HUMAN","0","0"
"1407","sp|P20340|RAB6A_HUMAN;sp|Q9NRW1|RAB6B_HUMAN","sp|P20340|RAB6A_HUMAN;sp|Q9NRW1|RAB6B_HUMAN",-0.185,0.23414153627112,0.642,"conditionB-conditionA","HUMAN","0","0"
"1408","sp|Q9BRA2|TXD17_HUMAN","sp|Q9BRA2|TXD17_HUMAN",-0.227,0.234740352714219,0.643,"conditionB-conditionA","HUMAN","0","0"
"1409","sp|Q9BUF5|TBB6_HUMAN","sp|Q9BUF5|TBB6_HUMAN",-0.221,0.234987380469725,0.643,"conditionB-conditionA","HUMAN","0","0"
"1410","sp|P32598|PP12_YEAST","sp|P32598|PP12_YEAST",-0.135,0.235144881789772,0.643,"conditionB-conditionA","YEAST","1","-1"
"1411","sp|P13667|PDIA4_HUMAN","sp|P13667|PDIA4_HUMAN",-0.154,0.236551532012099,0.644,"conditionB-conditionA","HUMAN","0","0"
"1412","sp|Q00688|FKBP3_HUMAN","sp|Q00688|FKBP3_HUMAN",-0.164,0.236606796122616,0.644,"conditionB-conditionA","HUMAN","0","0"
"1413","sp|Q9UNS2|CSN3_HUMAN","sp|Q9UNS2|CSN3_HUMAN",-0.299,0.239129757722822,0.644,"conditionB-conditionA","HUMAN","0","0"
"1414","sp|P49642|PRI1_HUMAN","sp|P49642|PRI1_HUMAN",0.244,0.239242146747807,0.644,"conditionB-conditionA","HUMAN","0","0"
"1415","sp|P48147|PPCE_HUMAN","sp|P48147|PPCE_HUMAN",-0.308,0.239356554657957,0.645,"conditionB-conditionA","HUMAN","0","0"
"1416","sp|P23284|PPIB_HUMAN","sp|P23284|PPIB_HUMAN",-0.115,0.239814677635212,0.646,"conditionB-conditionA","HUMAN","0","0"
"1417","sp|O43324|MCA3_HUMAN","sp|O43324|MCA3_HUMAN",0.167,0.239974599820308,0.646,"conditionB-conditionA","HUMAN","0","0"
"1418","sp|O95104|SCAF4_HUMAN;sp|Q9UPN6|SCAF8_HUMAN","sp|O95104|SCAF4_HUMAN;sp|Q9UPN6|SCAF8_HUMAN",-0.211,0.240540135669378,0.646,"conditionB-conditionA","HUMAN","0","0"
"1419","sp|O76070|SYUG_HUMAN;sp|Q16143|SYUB_HUMAN","sp|O76070|SYUG_HUMAN;sp|Q16143|SYUB_HUMAN",0.279,0.24142376734012,0.646,"conditionB-conditionA","HUMAN","0","0"
"1420","sp|Q9Y5S9|RBM8A_HUMAN","sp|Q9Y5S9|RBM8A_HUMAN",-0.152,0.242714146305452,0.647,"conditionB-conditionA","HUMAN","0","0"
"1421","sp|Q9NR31|SAR1A_HUMAN","sp|Q9NR31|SAR1A_HUMAN",-0.159,0.243582253021664,0.648,"conditionB-conditionA","HUMAN","0","0"
"1422","sp|Q9UNE7|CHIP_HUMAN","sp|Q9UNE7|CHIP_HUMAN",-0.211,0.244678123150244,0.648,"conditionB-conditionA","HUMAN","0","0"
"1423","sp|P52434|RPAB3_HUMAN","sp|P52434|RPAB3_HUMAN",-0.249,0.244991005281777,0.648,"conditionB-conditionA","HUMAN","0","0"
"1424","sp|P62906|RL10A_HUMAN","sp|P62906|RL10A_HUMAN",0.159,0.245090325429579,0.648,"conditionB-conditionA","HUMAN","0","0"
"1425","sp|O43395|PRPF3_HUMAN","sp|O43395|PRPF3_HUMAN",0.496,0.245099008035583,0.645,"conditionB-conditionA","HUMAN","0","0"
"1426","sp|Q9H6V9|LDAH_HUMAN","sp|Q9H6V9|LDAH_HUMAN",-0.167,0.245157039921961,0.647,"conditionB-conditionA","HUMAN","0","0"
"1427","sp|Q9P013|CWC15_HUMAN","sp|Q9P013|CWC15_HUMAN",-0.528,0.247149913485782,0.644,"conditionB-conditionA","HUMAN","0","0"
"1428","sp|Q9NWS0|PIHD1_HUMAN","sp|Q9NWS0|PIHD1_HUMAN",-0.229,0.247426234112056,0.648,"conditionB-conditionA","HUMAN","0","0"
"1429","sp|Q9UJZ1|STML2_HUMAN","sp|Q9UJZ1|STML2_HUMAN",-0.225,0.24889974264163,0.65,"conditionB-conditionA","HUMAN","0","0"
"1430","sp|P51610|HCFC1_HUMAN","sp|P51610|HCFC1_HUMAN",-0.172,0.248967894262288,0.65,"conditionB-conditionA","HUMAN","0","0"
"1431","sp|Q92530|PSMF1_HUMAN","sp|Q92530|PSMF1_HUMAN",-0.342,0.2492667412271,0.651,"conditionB-conditionA","HUMAN","0","0"
"1432","sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN","sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN",0.0934,0.249646546605746,0.651,"conditionB-conditionA","HUMAN","0","0"
"1433","sp|P25789|PSA4_HUMAN","sp|P25789|PSA4_HUMAN",-0.11,0.250011916673828,0.651,"conditionB-conditionA","HUMAN","0","0"
"1434","sp|Q10567|AP1B1_HUMAN","sp|Q10567|AP1B1_HUMAN",-0.267,0.25165334818547,0.652,"conditionB-conditionA","HUMAN","0","0"
"1435","sp|Q9UBF1|MAGC2_HUMAN","sp|Q9UBF1|MAGC2_HUMAN",-0.0989,0.251896970252843,0.652,"conditionB-conditionA","HUMAN","0","0"
"1436","sp|P00403|COX2_HUMAN","sp|P00403|COX2_HUMAN",-0.174,0.252144520147143,0.652,"conditionB-conditionA","HUMAN","0","0"
"1437","sp|Q09666|AHNK_HUMAN","sp|Q09666|AHNK_HUMAN",-0.14,0.252169889522162,0.652,"conditionB-conditionA","HUMAN","0","0"
"1438","sp|P62266|RS23_HUMAN","sp|P62266|RS23_HUMAN",-0.108,0.252382495577224,0.652,"conditionB-conditionA","HUMAN","0","0"
"1439","sp|P41214|EIF2D_HUMAN","sp|P41214|EIF2D_HUMAN",-0.162,0.253345572246322,0.653,"conditionB-conditionA","HUMAN","0","0"
"1440","sp|Q9Y696|CLIC4_HUMAN","sp|Q9Y696|CLIC4_HUMAN",-0.304,0.253996394094856,0.653,"conditionB-conditionA","HUMAN","0","0"
"1441","sp|O95777|LSM8_HUMAN","sp|O95777|LSM8_HUMAN",-0.109,0.254745279487675,0.653,"conditionB-conditionA","HUMAN","0","0"
"1442","sp|O60264|SMCA5_HUMAN;sp|P28370|SMCA1_HUMAN","sp|O60264|SMCA5_HUMAN;sp|P28370|SMCA1_HUMAN",0.289,0.255011841816049,0.654,"conditionB-conditionA","HUMAN","0","0"
"1443","sp|P08865|RSSA_HUMAN;sp|A0A8I5KQE6|RPSA2_HUMAN","sp|P08865|RSSA_HUMAN;sp|A0A8I5KQE6|RPSA2_HUMAN",-0.0886,0.256920356768722,0.655,"conditionB-conditionA","HUMAN","0","0"
"1444","sp|P12277|KCRB_HUMAN","sp|P12277|KCRB_HUMAN",-0.125,0.257566313912996,0.655,"conditionB-conditionA","HUMAN","0","0"
"1445","sp|Q9UBB6|NCDN_HUMAN","sp|Q9UBB6|NCDN_HUMAN",-0.516,0.257879809384465,0.651,"conditionB-conditionA","HUMAN","0","0"
"1446","sp|O00425|IF2B3_HUMAN","sp|O00425|IF2B3_HUMAN",0.166,0.258259246088803,0.655,"conditionB-conditionA","HUMAN","0","0"
"1447","sp|Q13045|FLII_HUMAN","sp|Q13045|FLII_HUMAN",-0.269,0.260106534102018,0.656,"conditionB-conditionA","HUMAN","0","0"
"1448","sp|O96008|TOM40_HUMAN","sp|O96008|TOM40_HUMAN",0.249,0.260893762954848,0.656,"conditionB-conditionA","HUMAN","0","0"
"1449","sp|P53701|CCHL_HUMAN","sp|P53701|CCHL_HUMAN",0.381,0.260898641295889,0.656,"conditionB-conditionA","HUMAN","0","0"
"1450","sp|P62899|RL31_HUMAN","sp|P62899|RL31_HUMAN",0.164,0.261008416434757,0.657,"conditionB-conditionA","HUMAN","0","0"
"1451","sp|O60256|KPRB_HUMAN","sp|O60256|KPRB_HUMAN",-0.411,0.262329177671734,0.656,"conditionB-conditionA","HUMAN","0","0"
"1452","sp|P04350|TBB4A_HUMAN","sp|P04350|TBB4A_HUMAN",-0.181,0.262534913794541,0.656,"conditionB-conditionA","HUMAN","0","0"
"1453","sp|P61024|CKS1_HUMAN","sp|P61024|CKS1_HUMAN",0.264,0.26337222386613,0.658,"conditionB-conditionA","HUMAN","0","0"
"1454","sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN","sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN",-0.108,0.263515301178137,0.658,"conditionB-conditionA","HUMAN","0","0"
"1455","sp|Q9Y3A5|SBDS_HUMAN","sp|Q9Y3A5|SBDS_HUMAN",-0.198,0.263735729884156,0.658,"conditionB-conditionA","HUMAN","0","0"
"1456","sp|P39687|AN32A_HUMAN;sp|O95626|AN32D_HUMAN;sp|O43423|AN32C_HUMAN","sp|P39687|AN32A_HUMAN;sp|O95626|AN32D_HUMAN;sp|O43423|AN32C_HUMAN",-0.0866,0.264029117552401,0.658,"conditionB-conditionA","HUMAN","0","0"
"1457","sp|Q9Y2L1|RRP44_HUMAN","sp|Q9Y2L1|RRP44_HUMAN",0.274,0.264636441169114,0.656,"conditionB-conditionA","HUMAN","0","0"
"1458","sp|O76071|CIAO1_HUMAN","sp|O76071|CIAO1_HUMAN",-0.236,0.264972951790361,0.656,"conditionB-conditionA","HUMAN","0","0"
"1459","sp|P68767|AMPA_ECOLI","sp|P68767|AMPA_ECOLI",-0.149,0.266063386864057,0.658,"conditionB-conditionA","ECOLI","1","2"
"1460","sp|Q8WUW1|BRK1_HUMAN","sp|Q8WUW1|BRK1_HUMAN",-0.2,0.266709825981475,0.657,"conditionB-conditionA","HUMAN","0","0"
"1461","sp|Q9Y570|PPME1_HUMAN","sp|Q9Y570|PPME1_HUMAN",-0.133,0.266745767087107,0.659,"conditionB-conditionA","HUMAN","0","0"
"1462","sp|P62273|RS29_HUMAN","sp|P62273|RS29_HUMAN",-0.307,0.266881670888081,0.659,"conditionB-conditionA","HUMAN","0","0"
"1463","sp|Q8N6M0|OTU6B_HUMAN","sp|Q8N6M0|OTU6B_HUMAN",-0.17,0.266900010566145,0.659,"conditionB-conditionA","HUMAN","0","0"
"1464","sp|Q5T200|ZC3HD_HUMAN","sp|Q5T200|ZC3HD_HUMAN",-0.185,0.267277731940684,0.654,"conditionB-conditionA","HUMAN","0","0"
"1465","sp|P23919|KTHY_HUMAN","sp|P23919|KTHY_HUMAN",0.585,0.267785506714107,0.66,"conditionB-conditionA","HUMAN","0","0"
"1466","sp|Q9BQ52|RNZ2_HUMAN","sp|Q9BQ52|RNZ2_HUMAN",-0.39,0.267946559031532,0.66,"conditionB-conditionA","HUMAN","0","0"
"1467","sp|P84103|SRSF3_HUMAN","sp|P84103|SRSF3_HUMAN",-0.12,0.268242285659284,0.66,"conditionB-conditionA","HUMAN","0","0"
"1468","sp|P37108|SRP14_HUMAN","sp|P37108|SRP14_HUMAN",-0.137,0.269671615132283,0.661,"conditionB-conditionA","HUMAN","0","0"
"1469","sp|Q8NBS9|TXND5_HUMAN","sp|Q8NBS9|TXND5_HUMAN",-0.198,0.269721940794556,0.661,"conditionB-conditionA","HUMAN","0","0"
"1470","sp|P62136|PP1A_HUMAN","sp|P62136|PP1A_HUMAN",0.227,0.27013576891361,0.661,"conditionB-conditionA","HUMAN","0","0"
"1471","sp|Q58FF8|H90B2_HUMAN","sp|Q58FF8|H90B2_HUMAN",-0.17,0.270286514623945,0.661,"conditionB-conditionA","HUMAN","0","0"
"1472","sp|Q16795|NDUA9_HUMAN","sp|Q16795|NDUA9_HUMAN",-0.277,0.270741274693079,0.661,"conditionB-conditionA","HUMAN","0","0"
"1473","sp|O14980|XPO1_HUMAN","sp|O14980|XPO1_HUMAN",-0.117,0.271968760991487,0.662,"conditionB-conditionA","HUMAN","0","0"
"1474","sp|Q5VW32|BROX_HUMAN","sp|Q5VW32|BROX_HUMAN",-0.258,0.272326747801668,0.662,"conditionB-conditionA","HUMAN","0","0"
"1475","sp|O75368|SH3L1_HUMAN","sp|O75368|SH3L1_HUMAN",-0.313,0.274121189421876,0.662,"conditionB-conditionA","HUMAN","0","0"
"1476","sp|Q15102|PA1B3_HUMAN","sp|Q15102|PA1B3_HUMAN",-0.173,0.274195843429299,0.663,"conditionB-conditionA","HUMAN","0","0"
"1477","sp|P29401|TKT_HUMAN","sp|P29401|TKT_HUMAN",-0.0915,0.274260276409751,0.663,"conditionB-conditionA","HUMAN","0","0"
"1478","sp|Q16643|DREB_HUMAN","sp|Q16643|DREB_HUMAN",0.289,0.274942262342219,0.663,"conditionB-conditionA","HUMAN","0","0"
"1479","sp|Q96SY0|INT14_HUMAN","sp|Q96SY0|INT14_HUMAN",-0.12,0.276788133948756,0.664,"conditionB-conditionA","HUMAN","0","0"
"1480","sp|Q6UN15|FIP1_HUMAN","sp|Q6UN15|FIP1_HUMAN",-0.125,0.277113818513052,0.664,"conditionB-conditionA","HUMAN","0","0"
"1481","sp|O95881|TXD12_HUMAN","sp|O95881|TXD12_HUMAN",-0.123,0.277204292737435,0.663,"conditionB-conditionA","HUMAN","0","0"
"1482","sp|Q7L014|DDX46_HUMAN","sp|Q7L014|DDX46_HUMAN",0.12,0.277290811364156,0.664,"conditionB-conditionA","HUMAN","0","0"
"1483","sp|Q16384|SSX1_HUMAN;sp|Q7RTT4|SSX8_HUMAN","sp|Q16384|SSX1_HUMAN;sp|Q7RTT4|SSX8_HUMAN",0.433,0.27732510990183,0.659,"conditionB-conditionA","HUMAN","0","0"
"1484","sp|P16083|NQO2_HUMAN","sp|P16083|NQO2_HUMAN",0.357,0.277429746854215,0.664,"conditionB-conditionA","HUMAN","0","0"
"1485","sp|Q9NYL9|TMOD3_HUMAN;sp|P28289|TMOD1_HUMAN","sp|Q9NYL9|TMOD3_HUMAN;sp|P28289|TMOD1_HUMAN",0.216,0.278406620543366,0.665,"conditionB-conditionA","HUMAN","0","0"
"1486","sp|O15260|SURF4_HUMAN","sp|O15260|SURF4_HUMAN",-0.326,0.278550713059738,0.665,"conditionB-conditionA","HUMAN","0","0"
"1487","sp|Q9Y446|PKP3_HUMAN","sp|Q9Y446|PKP3_HUMAN",-0.523,0.278663009885503,0.665,"conditionB-conditionA","HUMAN","0","0"
"1488","sp|Q00059|TFAM_HUMAN","sp|Q00059|TFAM_HUMAN",-0.217,0.278985003551482,0.665,"conditionB-conditionA","HUMAN","0","0"
"1489","sp|O96000|NDUBA_HUMAN","sp|O96000|NDUBA_HUMAN",-0.168,0.279653426334373,0.665,"conditionB-conditionA","HUMAN","0","0"
"1490","sp|Q99873|ANM1_HUMAN;sp|Q9NR22|ANM8_HUMAN","sp|Q99873|ANM1_HUMAN;sp|Q9NR22|ANM8_HUMAN",-0.106,0.28016315985634,0.666,"conditionB-conditionA","HUMAN","0","0"
"1491","sp|P57721|PCBP3_HUMAN;sp|P57723|PCBP4_HUMAN","sp|P57721|PCBP3_HUMAN;sp|P57723|PCBP4_HUMAN",-0.176,0.280312158468194,0.664,"conditionB-conditionA","HUMAN","0","0"
"1492","sp|Q9UL25|RAB21_HUMAN","sp|Q9UL25|RAB21_HUMAN",-0.171,0.281033414168536,0.665,"conditionB-conditionA","HUMAN","0","0"
"1493","sp|Q9ULA0|DNPEP_HUMAN","sp|Q9ULA0|DNPEP_HUMAN",-0.124,0.281378527937289,0.664,"conditionB-conditionA","HUMAN","0","0"
"1494","sp|Q04917|1433F_HUMAN","sp|Q04917|1433F_HUMAN",-0.187,0.28198364101058,0.666,"conditionB-conditionA","HUMAN","0","0"
"1495","sp|O60216|RAD21_HUMAN;sp|Q9H4I0|RD21L_HUMAN","sp|O60216|RAD21_HUMAN;sp|Q9H4I0|RD21L_HUMAN",0.41,0.282171136538705,0.666,"conditionB-conditionA","HUMAN","0","0"
"1496","sp|Q8WW12|PCNP_HUMAN","sp|Q8WW12|PCNP_HUMAN",0.381,0.282503260995336,0.667,"conditionB-conditionA","HUMAN","0","0"
"1497","sp|O94826|TOM70_HUMAN","sp|O94826|TOM70_HUMAN",-0.192,0.283171819250129,0.667,"conditionB-conditionA","HUMAN","0","0"
"1498","sp|O95336|6PGL_HUMAN","sp|O95336|6PGL_HUMAN",-0.194,0.283252146484927,0.667,"conditionB-conditionA","HUMAN","0","0"
"1499","sp|Q7Z7K6|CENPV_HUMAN","sp|Q7Z7K6|CENPV_HUMAN",-0.173,0.283459891120419,0.664,"conditionB-conditionA","HUMAN","0","0"
"1500","sp|O00273|DFFA_HUMAN","sp|O00273|DFFA_HUMAN",-0.238,0.283692142189285,0.667,"conditionB-conditionA","HUMAN","0","0"
"1501","sp|Q9GZS3|SKI8_HUMAN","sp|Q9GZS3|SKI8_HUMAN",-0.336,0.285577295221861,0.667,"conditionB-conditionA","HUMAN","0","0"
"1502","sp|Q05048|CSTF1_HUMAN","sp|Q05048|CSTF1_HUMAN",0.394,0.285624656098889,0.668,"conditionB-conditionA","HUMAN","0","0"
"1503","sp|Q99471|PFD5_HUMAN","sp|Q99471|PFD5_HUMAN",0.188,0.286643502229952,0.668,"conditionB-conditionA","HUMAN","0","0"
"1504","sp|P59998|ARPC4_HUMAN","sp|P59998|ARPC4_HUMAN",-0.337,0.287658619359187,0.669,"conditionB-conditionA","HUMAN","0","0"
"1505","sp|P20618|PSB1_HUMAN","sp|P20618|PSB1_HUMAN",-0.159,0.287874245106625,0.669,"conditionB-conditionA","HUMAN","0","0"
"1506","sp|Q9Y2R5|RT17_HUMAN","sp|Q9Y2R5|RT17_HUMAN",-0.293,0.288542501817965,0.668,"conditionB-conditionA","HUMAN","0","0"
"1507","sp|P39023|RL3_HUMAN;sp|Q92901|RL3L_HUMAN","sp|P39023|RL3_HUMAN;sp|Q92901|RL3L_HUMAN",-0.0991,0.288789796938377,0.669,"conditionB-conditionA","HUMAN","0","0"
"1508","sp|P14324|FPPS_HUMAN","sp|P14324|FPPS_HUMAN",-0.141,0.289477202902277,0.67,"conditionB-conditionA","HUMAN","0","0"
"1509","sp|P20962|PTMS_HUMAN","sp|P20962|PTMS_HUMAN",-0.32,0.289980600471601,0.67,"conditionB-conditionA","HUMAN","0","0"
"1510","sp|P53115|INO80_YEAST","sp|P53115|INO80_YEAST",0.125,0.29031605169454,0.67,"conditionB-conditionA","YEAST","1","-1"
"1511","sp|P61086|UBE2K_HUMAN","sp|P61086|UBE2K_HUMAN",0.385,0.291218081290613,0.67,"conditionB-conditionA","HUMAN","0","0"
"1512","sp|P42224|STAT1_HUMAN","sp|P42224|STAT1_HUMAN",-0.176,0.29150355058728,0.67,"conditionB-conditionA","HUMAN","0","0"
"1513","sp|Q04323|UBXN1_HUMAN","sp|Q04323|UBXN1_HUMAN",-0.307,0.29167658594003,0.671,"conditionB-conditionA","HUMAN","0","0"
"1514","sp|P17655|CAN2_HUMAN","sp|P17655|CAN2_HUMAN",-0.217,0.292733242571381,0.671,"conditionB-conditionA","HUMAN","0","0"
"1515","sp|P46783|RS10_HUMAN;sp|Q9NQ39|RS10L_HUMAN","sp|P46783|RS10_HUMAN;sp|Q9NQ39|RS10L_HUMAN",-0.107,0.293008029961856,0.671,"conditionB-conditionA","HUMAN","0","0"
"1516","sp|Q9UQE7|SMC3_HUMAN","sp|Q9UQE7|SMC3_HUMAN",-0.281,0.29302545000471,0.671,"conditionB-conditionA","HUMAN","0","0"
"1517","sp|P35520|CBS_HUMAN","sp|P35520|CBS_HUMAN",-0.12,0.293358987535327,0.671,"conditionB-conditionA","HUMAN","0","0"
"1518","sp|O94788|AL1A2_HUMAN;sp|P47895|AL1A3_HUMAN","sp|O94788|AL1A2_HUMAN;sp|P47895|AL1A3_HUMAN",-0.102,0.294074810833551,0.672,"conditionB-conditionA","HUMAN","0","0"
"1519","sp|P22392|NDKB_HUMAN;sp|O60361|NDK8_HUMAN","sp|P22392|NDKB_HUMAN;sp|O60361|NDK8_HUMAN",-0.0873,0.29495282473914,0.672,"conditionB-conditionA","HUMAN","0","0"
"1520","sp|Q15654|TRIP6_HUMAN","sp|Q15654|TRIP6_HUMAN",0.198,0.2952367641751,0.672,"conditionB-conditionA","HUMAN","0","0"
"1521","sp|P15927|RFA2_HUMAN","sp|P15927|RFA2_HUMAN",-0.115,0.295291804638817,0.672,"conditionB-conditionA","HUMAN","0","0"
"1522","sp|Q9BUJ2|HNRL1_HUMAN","sp|Q9BUJ2|HNRL1_HUMAN",-0.271,0.295389404268962,0.672,"conditionB-conditionA","HUMAN","0","0"
"1523","sp|Q12996|CSTF3_HUMAN","sp|Q12996|CSTF3_HUMAN",-0.119,0.295616065968683,0.672,"conditionB-conditionA","HUMAN","0","0"
"1524","sp|O75534|CSDE1_HUMAN","sp|O75534|CSDE1_HUMAN",-0.0902,0.29646286921006,0.673,"conditionB-conditionA","HUMAN","0","0"
"1525","sp|Q9NXR7|BABA2_HUMAN","sp|Q9NXR7|BABA2_HUMAN",-0.148,0.296810120869811,0.673,"conditionB-conditionA","HUMAN","0","0"
"1526","sp|Q16576|RBBP7_HUMAN","sp|Q16576|RBBP7_HUMAN",-0.103,0.297820027966729,0.673,"conditionB-conditionA","HUMAN","0","0"
"1527","sp|Q96A49|SYAP1_HUMAN","sp|Q96A49|SYAP1_HUMAN",-0.864,0.298021121696441,0.673,"conditionB-conditionA","HUMAN","0","0"
"1528","sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q6DN03|H2B2C_HUMAN","sp|Q16778|H2B2E_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P06899|H2B1J_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q6DN03|H2B2C_HUMAN",0.084,0.298268877493723,0.673,"conditionB-conditionA","HUMAN","0","0"
"1529","sp|O14579|COPE_HUMAN","sp|O14579|COPE_HUMAN",-0.253,0.299042978557893,0.674,"conditionB-conditionA","HUMAN","0","0"
"1530","sp|P21912|SDHB_HUMAN","sp|P21912|SDHB_HUMAN",0.315,0.299174367555374,0.674,"conditionB-conditionA","HUMAN","0","0"
"1531","sp|Q9NX24|NHP2_HUMAN","sp|Q9NX24|NHP2_HUMAN",-0.161,0.299523330722915,0.674,"conditionB-conditionA","HUMAN","0","0"
"1532","sp|Q02878|RL6_HUMAN","sp|Q02878|RL6_HUMAN",-0.0809,0.299677368275827,0.674,"conditionB-conditionA","HUMAN","0","0"
"1533","sp|Q15046|SYK_HUMAN","sp|Q15046|SYK_HUMAN",-0.115,0.300517521351196,0.674,"conditionB-conditionA","HUMAN","0","0"
"1534","sp|O60832|DKC1_HUMAN","sp|O60832|DKC1_HUMAN",-0.22,0.300716590321517,0.675,"conditionB-conditionA","HUMAN","0","0"
"1535","sp|Q15365|PCBP1_HUMAN","sp|Q15365|PCBP1_HUMAN",-0.0854,0.301472450269696,0.675,"conditionB-conditionA","HUMAN","0","0"
"1536","sp|O94973|AP2A2_HUMAN","sp|O94973|AP2A2_HUMAN",-0.114,0.301571196488663,0.675,"conditionB-conditionA","HUMAN","0","0"
"1537","sp|Q7Z6Z7|HUWE1_HUMAN","sp|Q7Z6Z7|HUWE1_HUMAN",-0.15,0.301658709093301,0.675,"conditionB-conditionA","HUMAN","0","0"
"1538","sp|Q8NFF5|FAD1_HUMAN","sp|Q8NFF5|FAD1_HUMAN",-0.105,0.301722495668841,0.675,"conditionB-conditionA","HUMAN","0","0"
